Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Parking,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
183,0,1,-0.6879317095894567,-0.6118035543888157,-1.0618090421445865,-1.6284586316169105,0.0954059907735372,-0.9236744049837382,0.012601034753808554,-0.1592180299895281,-0.20991126022253773
15,0,1,0.10789107252178047,-0.2402062482190786,1.131881253254153,-0.3744412510906437,0.2218271001307003,-0.49357813691774216,-0.6119079987518315,-0.1592180299895281,-0.20991126022253773
3106,0,1,2.964690803177504,2.4606282955623495,3.3255715486528925,2.13359350996189,-0.32336393397206564,0.8683933786245788,1.107022502784526,1.836910217734894,1.8194143376216991
1478,0,2,-0.4362612571269287,-0.381146954480152,-1.0618090421445865,-0.3744412510906437,0.14281390678247338,-1.1387225390167361,-0.2613869971028326,-0.1592180299895281,-0.20991126022253773
305,0,1,1.196195731819199,1.26441057702003,2.228726400953523,0.8795761294356231,2.3235780431935376,-0.5652608482620748,1.4606048232252193,0.8388460938726829,0.8047515386995807
2884,0,2,-0.8919888332077227,-0.831342239476065,-1.0618090421445865,-0.3744412510906437,-0.3620803987126968,-1.0593052619714267,-1.5861727042085472,-1.157282153851739,-1.2245740591446561
2950,0,1,-0.3002231747147514,-0.594731857270179,0.035036105554783266,-0.3744412510906437,-0.3593939501388571,0.5099798219029154,-0.6869103091483423,-0.1592180299895281,-0.20991126022253773
117,0,1,0.09700802592880628,0.22140250454142793,0.035036105554783266,-0.3744412510906437,-0.3537050002177848,1.4418550693792402,0.16643230403644785,-0.1592180299895281,-0.20991126022253773
1947,0,2,-0.19139270878500958,-0.49700148201122607,0.035036105554783266,-0.3744412510906437,-0.3628705306461791,0.07988355383691928,-0.8552828426915295,-0.1592180299895281,-0.20991126022253773
2613,0,2,-0.8443755043634606,-0.7987654477230808,0.035036105554783266,-1.6284586316169105,-0.35971000291225,0.22324897652558465,-0.49098590647990614,-1.157282153851739,-1.2245740591446561
668,0,2,-0.09616605109648549,-0.21378532734784506,-1.0618090421445865,-1.6284586316169105,0.2534323774699911,-0.9236744049837382,-0.3708291439059043,0.8388460938726829,0.8047515386995807
2914,0,0,-0.7083374219512834,-0.45413728233624673,0.035036105554783266,-0.3744412510906437,-0.3581297390452855,-0.7086262709507402,0.12127785185895672,-0.1592180299895281,-0.20991126022253773
1924,0,1,-0.6539221889864124,-0.762759519996098,0.035036105554783266,-0.3744412510906437,-0.36005769256825954,-0.5652608482620748,-0.967020978588372,-1.157282153851739,-1.2245740591446561
3193,0,1,-0.776356463157372,-0.7456243377400635,-1.0618090421445865,-0.3744412510906437,-0.0468177572532713,-0.9236744049837382,-0.4006770021249239,-1.157282153851739,-1.2245740591446561
2549,0,1,-0.3002231747147514,-0.33240295525930535,0.035036105554783266,-0.3744412510906437,-0.3556013168581422,0.07988355383691928,0.16337098524475355,-0.1592180299895281,-0.20991126022253773
918,0,1,2.14846230870444,1.9976949390725725,0.035036105554783266,2.13359350996189,-0.33284551717385286,0.8683933786245788,0.9011488140430833,0.8388460938726829,0.8047515386995807
1381,0,1,-0.31382698295596917,-0.33268038573323216,-1.0618090421445865,-0.3744412510906437,-0.0468177572532713,0.581662533247248,-0.932581142181811,-0.1592180299895281,-0.20991126022253773
2748,0,2,-0.6539221889864124,-0.7438992721391071,0.035036105554783266,-1.6284586316169105,-0.3628705306461791,-0.3502127142290768,-1.3734110481857922,-1.157282153851739,-1.2245740591446561
674,0,2,-0.776356463157372,-0.7284681602561146,0.035036105554783266,-1.6284586316169105,-0.3601840820723394,-0.9236744049837382,-0.6096120096580608,-1.157282153851739,-1.2245740591446561
2214,0,1,-0.36824221592084005,-0.2826804836363293,0.035036105554783266,0.8795761294356231,-0.3565494751783209,-0.3502127142290768,0.008774386264190661,-0.1592180299895281,-0.20991126022253773
1104,0,1,-0.16418509230257414,-0.042640965456444906,0.035036105554783266,-0.3744412510906437,-0.3552852640847493,0.008200842492586603,0.04474488206659886,-0.1592180299895281,-0.20991126022253773
2713,0,1,0.6656472104117074,0.9175171072630927,1.131881253254153,-1.6284586316169105,-0.3628705306461791,-0.5652608482620748,0.19474950285962025,0.8388460938726829,0.8047515386995807
413,0,1,-0.8443755043634606,-0.8536316233070543,-1.0618090421445865,-0.3744412510906437,-0.18186910910751164,-0.49357813691774216,0.396796543111445,-1.157282153851739,-1.2245740591446561
2391,0,1,-0.776356463157372,-0.8124819916190741,0.035036105554783266,-0.3744412510906437,-0.35971000291225,0.15156626518125196,-0.2613869971028326,-1.157282153851739,-1.2245740591446561
140,0,2,0.9921386082009329,0.36462851440797506,-1.0618090421445865,0.8795761294356231,0.8539326469165159,-0.3502127142290768,-0.1993952915710227,0.8388460938726829,0.8047515386995807
2168,0,1,0.9241195669948442,0.8609186059114784,-1.0618090421445865,-0.3744412510906437,1.8494988831041754,0.15156626518125196,1.1843208022748073,0.8388460938726829,0.8047515386995807
1891,0,0,-0.028147009890396833,-0.22477518468690322,-0.6317235853117987,-0.3744412510906437,0.2218271001307003,-0.9953571163280709,-0.5047618410425305,0.8388460938726829,-0.2099112876184333
744,0,1,-0.422657448885711,-0.368408882986288,0.035036105554783266,0.8795761294356231,-0.35686552795171383,-0.3502127142290768,0.0034170783787256112,-0.1592180299895281,-0.20991126022253773
1846,0,1,-0.5791012436597149,-0.7970508797360816,0.035036105554783266,-0.3744412510906437,-0.3581297390452855,-0.3502127142290768,-1.021359387140946,-1.157282153851739,-1.2245740591446561
2455,0,1,-0.34783650355901347,-0.2826804836363293,0.035036105554783266,-0.3744412510906437,-0.3601805737512841,-1.210405250361069,-1.394074950029729,-0.1592180299895281,-0.20991126022253773
3216,0,1,-0.7083374219512834,-0.762759519996098,-1.0618090421445865,-0.3744412510906437,-0.3593939501388571,-0.9953571163280709,-0.3891970566560702,-1.157282153851739,-1.2245740591446561
273,0,2,-0.16418509230257414,-0.16347573569471038,-1.0618090421445865,-0.3744412510906437,0.04799807476460104,-0.7086262709507402,-0.7971177856493376,-0.1592180299895281,-0.20991126022253773
2443,0,1,-0.5314879148154529,-0.6427397609061559,0.035036105554783266,-0.3744412510906437,-0.36084779289646446,-0.8519916936394055,-1.1055456539125397,-1.157282153851739,-1.2245740591446561
2096,0,1,-0.7083374219512834,-0.7143654800468804,-1.0618090421445865,-0.3744412510906437,0.03219543609495565,1.2984896466905749,-0.19786463217517555,-0.1592180299895281,-0.20991126022253773
2332,0,2,-0.4362612571269287,-0.7113224803861229,0.035036105554783266,-1.6284586316169105,-0.3616986024115943,-0.5652608482620748,-1.4859145137805583,-1.157282153851739,-1.2245740591446561
1590,0,2,-0.8443755043634606,-0.7970466689285624,-1.0618090421445865,-0.3744412510906437,0.03219543609495565,-0.9236744049837382,0.12127785185895672,-1.157282153851739,-0.20991126022253773
1310,0,0,-0.5178841065742351,-0.5663394556587495,0.035036105554783266,-0.3744412510906437,-0.3578137042426533,-0.2785300028847441,-0.9540103737236713,-1.157282153851739,-1.2245740591446561
1054,0,2,-0.8443755043634606,-1.037090397915966,-1.0618090421445865,-0.3744412510906437,-0.36121209402455184,-0.4218954255734095,-1.4017282470089647,-1.157282153851739,-1.2245740591446561
107,0,1,-0.7287431343131099,-0.7113224803861229,-1.0618090421445865,-1.6284586316169105,-0.3590778973654642,-0.4218954255734095,-0.20934457764402925,-1.157282153851739,-1.2245740591446561
1510,0,2,-0.273015558232316,-0.1626607245463871,0.035036105554783266,-0.3744412510906437,-0.35686552795171383,0.008200842492586603,-0.16954743335200315,-0.1592180299895281,-0.20991126022253773
974,0,1,-0.6675259972276302,-0.7211370576079231,-1.0618090421445865,-0.3744412510906437,-0.35844579181867836,-0.2785300028847441,-0.9172745482233394,-1.157282153851739,-1.2245740591446561
3053,0,2,0.3799672373461351,0.317423803574644,-1.0618090421445865,0.8795761294356231,1.138380142970133,-0.3502127142290768,0.8047172721047124,-0.1592180299895281,-0.20991126022253773
2415,0,0,-0.6675259972276302,-0.6427356335980976,-1.0618090421445865,-0.3744412510906437,0.12701126811282798,-0.49357813691774216,0.09066466394201357,-0.1592180299895281,-0.20991126022253773
2045,0,2,-0.3002231747147514,-0.45413728233624673,0.035036105554783266,-1.6284586316169105,-0.3587618445920713,-0.9953571163280709,-0.7290034425341391,-0.1592180299895281,-0.20991126022253773
443,0,2,-0.5314879148154529,-0.3075774407572585,-1.0618090421445865,-0.3744412510906437,0.2534323774699911,-0.49357813691774216,0.25214923020388863,-0.1592180299895281,-0.20991126022253773
336,0,1,-0.6063088601421504,-0.7716194910877776,0.035035998063958906,-0.3744412510906437,-0.36103150191452144,-0.9236744049837382,-1.0550338938495836,-1.157282153851739,-1.2245740591446561
2584,0,1,-0.5042802983330174,-0.47985580214123436,0.035036105554783266,-0.3744412510906437,-0.3578136862718926,-0.8519916936394055,-0.10832105751811687,-0.1592180299895281,-0.20991126022253773
25,0,2,-0.8307716961222429,-0.7850489038270874,0.035036105554783266,-0.3744412510906437,-0.3590778973654642,-0.9236744049837382,0.008774386264190661,-1.157282153851739,-1.2245740591446561
829,0,1,-0.17778890054379187,-0.32554468331130865,0.035036105554783266,-0.3744412510906437,-0.3578136862718926,-0.8519916936394055,-0.5935400860016657,-0.1592180299895281,-0.20991126022253773
2818,0,2,-0.6947336137100656,-0.810767423632075,-1.0618090421445865,-0.3744412510906437,-0.3615432036462529,0.15156626518125196,-1.3496858275501613,-1.157282153851739,-1.2245740591446561
1591,0,2,-0.5722993395391061,-0.3889836988302781,0.035036105554783266,-0.3744412510906437,-0.35718158066821726,-0.13516458019607874,0.14347241309874048,-0.1592180299895281,-0.20991126022253773
2611,0,1,-0.7627526549161543,-0.6701728486981426,0.035036105554783266,0.8795761294356231,-0.3581297390452855,-0.2785300028847441,0.2582718677872773,-1.157282153851739,-1.2245740591446561
2748,0,2,-0.6403183807451946,-0.8141965596060733,-1.0618090421445865,-0.3744412510906437,-0.360974245611099,-0.4218954255734095,-1.3443285196646964,-1.157282153851739,-1.2245740591446561
2014,0,0,-0.7627526549161543,-0.9170448789851303,-1.0618090421445865,-0.3744412510906437,-0.36050018443283216,-0.9236744049837382,-0.7672699274303181,-1.157282153851739,-1.2245740591446561
1857,0,1,-0.09616605109648549,-0.35983604305129213,0.035036105554783266,-0.3744412510906437,-0.3590778973654642,0.7967106672802461,-0.9103865809420272,-0.1592180299895281,-0.20991126022253773
1137,0,1,-0.776356463157372,-0.7377411409423792,-1.0618090421445865,-0.3744412510906437,0.016392797425310256,-0.5652608482620748,-0.12209699208074128,-1.157282153851739,-0.20991126022253773
1123,0,2,-0.8443755043634606,-1.0593797817469552,0.035036105554783266,-0.3744412510906437,-0.36084779289646446,-0.4218954255734095,-1.3022353862788996,-1.157282153851739,-1.2245740591446561
