Buildup_area,Carpet_area,Bathrooms,Parking,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms,Price,Address,Furnishing
-0.6879317095894567,-0.6118035543888157,-1.0618090421445865,-1.6284586316169105,0.0954059907735372,-0.9236744049837382,0.012601034753808554,-0.1592180299895281,-0.20991126022253773,14500000,183,1
0.10789107252178047,-0.2402062482190786,1.131881253254153,-0.3744412510906437,0.2218271001307003,-0.49357813691774216,-0.6119079987518315,-0.1592180299895281,-0.20991126022253773,18500000,15,1
2.964690803177504,2.4606282955623495,3.3255715486528925,2.13359350996189,-0.32336393397206564,0.8683933786245788,1.107022502784526,1.836910217734894,1.8194143376216991,125000000,3106,1
-0.4362612571269287,-0.381146954480152,-1.0618090421445865,-0.3744412510906437,0.14281390678247338,-1.1387225390167361,-0.2613869971028326,-0.1592180299895281,-0.20991126022253773,16000000,1478,2
1.196195731819199,1.26441057702003,2.228726400953523,0.8795761294356231,2.3235780431935376,-0.5652608482620748,1.4606048232252193,0.8388460938726829,0.8047515386995807,85000000,305,1
-0.8919888332077227,-0.831342239476065,-1.0618090421445865,-0.3744412510906437,-0.3620803987126968,-1.0593052619714267,-1.5861727042085472,-1.157282153851739,-1.2245740591446561,1250000,2884,2
-0.3002231747147514,-0.594731857270179,0.035036105554783266,-0.3744412510906437,-0.3593939501388571,0.5099798219029154,-0.6869103091483423,-0.1592180299895281,-0.20991126022253773,13000000,2950,1
0.09700802592880628,0.22140250454142793,0.035036105554783266,-0.3744412510906437,-0.3537050002177848,1.4418550693792402,0.16643230403644785,-0.1592180299895281,-0.20991126022253773,30500000,117,1
-0.19139270878500958,-0.49700148201122607,0.035036105554783266,-0.3744412510906437,-0.3628705306461791,0.07988355383691928,-0.8552828426915295,-0.1592180299895281,-0.20991126022253773,12000000,1947,2
-0.8443755043634606,-0.7987654477230808,0.035036105554783266,-1.6284586316169105,-0.35971000291225,0.22324897652558465,-0.49098590647990614,-1.157282153851739,-1.2245740591446561,8500000,2613,2
-0.09616605109648549,-0.21378532734784506,-1.0618090421445865,-1.6284586316169105,0.2534323774699911,-0.9236744049837382,-0.3708291439059043,0.8388460938726829,0.8047515386995807,19500000,668,2
-0.7083374219512834,-0.45413728233624673,0.035036105554783266,-0.3744412510906437,-0.3581297390452855,-0.7086262709507402,0.12127785185895672,-0.1592180299895281,-0.20991126022253773,15000000,2914,0
-0.6539221889864124,-0.762759519996098,0.035036105554783266,-0.3744412510906437,-0.36005769256825954,-0.5652608482620748,-0.967020978588372,-1.157282153851739,-1.2245740591446561,6900000,1924,1
-0.776356463157372,-0.7456243377400635,-1.0618090421445865,-0.3744412510906437,-0.0468177572532713,-0.9236744049837382,-0.4006770021249239,-1.157282153851739,-1.2245740591446561,10000000,3193,1
-0.3002231747147514,-0.33240295525930535,0.035036105554783266,-0.3744412510906437,-0.3556013168581422,0.07988355383691928,0.16337098524475355,-0.1592180299895281,-0.20991126022253773,23000000,2549,1
2.14846230870444,1.9976949390725725,0.035036105554783266,2.13359350996189,-0.33284551717385286,0.8683933786245788,0.9011488140430833,0.8388460938726829,0.8047515386995807,95000000,918,1
-0.31382698295596917,-0.33268038573323216,-1.0618090421445865,-0.3744412510906437,-0.0468177572532713,0.581662533247248,-0.932581142181811,-0.1592180299895281,-0.20991126022253773,10000000,1381,1
-0.6539221889864124,-0.7438992721391071,0.035036105554783266,-1.6284586316169105,-0.3628705306461791,-0.3502127142290768,-1.3734110481857922,-1.157282153851739,-1.2245740591446561,3500000,2748,2
